ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,black_friday,black_friday_lower,black_friday_upper,christmas_shopping,christmas_shopping_lower,christmas_shopping_upper,cyber_monday,cyber_monday_lower,cyber_monday_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,new_year,new_year_lower,new_year_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2010-12-13,27356.475199494387,15689.589978217864,39352.67300699211,27356.475199494387,27356.475199494387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0077432468273271465,-0.0077432468273271465,-0.0077432468273271465,0.0,0.0,0.0,-0.020286223358268726,-0.020286223358268726,-0.020286223358268726,0.012542976530941573,0.012542976530941573,0.012542976530941573,0.0,0.0,0.0,27144.647259699046
2010-12-14,27361.319640466998,14980.263686732325,39293.08480214859,27361.319640466998,27361.319640466998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019570292640509662,0.019570292640509662,0.019570292640509662,0.0,0.0,0.0,0.05470919881122013,0.05470919881122013,0.05470919881122013,-0.03513890617071047,-0.03513890617071047,-0.03513890617071047,0.0,0.0,0.0,27896.78867286146
2010-12-15,27366.164081439612,14004.178262856449,37655.79240506003,27366.164081439612,27366.164081439612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06357618884138405,-0.06357618884138405,-0.06357618884138405,0.0,0.0,0.0,0.018194041284382914,0.018194041284382914,0.018194041284382914,-0.08177023012576697,-0.08177023012576697,-0.08177023012576697,0.0,0.0,0.0,25626.327665933706
2010-12-16,27371.008522412223,19470.508716615404,44924.31229296251,27371.008522412223,27371.008522412223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17936912608439098,0.17936912608439098,0.17936912608439098,0.0,0.0,0.0,0.3061687470005734,0.3061687470005734,0.3061687470005734,-0.12679962091618244,-0.12679962091618244,-0.12679962091618244,0.0,0.0,0.0,32280.522401125723
2010-12-17,27375.85296338484,7711.9233486489975,32506.173077121515,27375.85296338484,27375.85296338484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2570976279652961,-0.2570976279652961,-0.2570976279652961,0.0,0.0,0.0,-0.08741452837660485,-0.08741452837660485,-0.08741452837660485,-0.1696830995886913,-0.1696830995886913,-0.1696830995886913,0.0,0.0,0.0,20337.586102971876
2010-12-19,27385.541845330066,-3182.492082064838,19920.838860210446,27385.541845330066,27385.541845330066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.710579662902166,-0.710579662902166,-0.710579662902166,0.0,0.0,0.0,-0.4636340986871034,-0.4636340986871034,-0.4636340986871034,-0.24694556421506256,-0.24694556421506256,-0.24694556421506256,0.0,0.0,0.0,7925.932752482267
2010-12-20,27390.38628630268,7514.8654530667745,31342.50224325765,27390.38628630268,27390.38628630268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.300667747641692,-0.300667747641692,-0.300667747641692,0.0,0.0,0.0,-0.02028622335844138,-0.02028622335844138,-0.02028622335844138,-0.28038152428325064,-0.28038152428325064,-0.28038152428325064,0.0,0.0,0.0,19154.980534564165
2010-12-21,27395.2307272753,8902.61384804107,32241.139617464465,27395.2307272753,27395.2307272753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25509911253274536,-0.25509911253274536,-0.25509911253274536,0.0,0.0,0.0,0.054709198813242696,0.054709198813242696,0.054709198813242696,-0.3098083113459881,-0.3098083113459881,-0.3098083113459881,0.0,0.0,0.0,20406.731681117577
2010-12-22,27400.07516824791,6439.86105334707,29926.309455052964,27400.07516824791,27400.07516824791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3167005848739109,-0.3167005848739109,-0.3167005848739109,0.0,0.0,0.0,0.01819404128399227,0.01819404128399227,0.01819404128399227,-0.33489462615790316,-0.33489462615790316,-0.33489462615790316,0.0,0.0,0.0,18722.455336874675
2010-12-23,27404.919609220524,14234.459038162715,37645.92766463473,27404.919609220524,27404.919609220524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0492137084460576,-0.0492137084460576,-0.0492137084460576,0.0,0.0,0.0,0.30616874699955804,0.30616874699955804,0.30616874699955804,-0.35538245544561564,-0.35538245544561564,-0.35538245544561564,0.0,0.0,0.0,26056.2218855847
2011-01-04,27463.052901972937,3857.1591308046645,27547.754913592813,27463.052901972937,27463.052901972937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20528527,-0.20528527,-0.20528527,-0.41625986918089153,-0.41625986918089153,-0.41625986918089153,-0.20528527,-0.20528527,-0.20528527,0.05470919881219967,0.05470919881219967,0.05470919881219967,-0.2656837979930912,-0.2656837979930912,-0.2656837979930912,0.0,0.0,0.0,16031.286093689778
2011-01-05,27467.89734303564,9574.877319526298,34239.56593769318,27467.89734303564,27467.89734303564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22307086076930427,-0.22307086076930427,-0.22307086076930427,0.0,0.0,0.0,0.0181940412865733,0.0181940412865733,0.0181940412865733,-0.24126490205587756,-0.24126490205587756,-0.24126490205587756,0.0,0.0,0.0,21340.609839201792
2011-01-06,27472.741784098336,17585.089354597632,42463.41408734546,27472.741784098336,27472.741784098336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08924577386241461,0.08924577386241461,0.08924577386241461,0.0,0.0,0.0,0.306168747000198,0.306168747000198,0.306168747000198,-0.2169229731377834,-0.2169229731377834,-0.2169229731377834,0.0,0.0,0.0,29924.567884742486
2011-01-07,27477.586225161038,7620.124954855263,31222.59714969682,27477.586225161038,27477.586225161038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2807189506342653,-0.2807189506342653,-0.2807189506342653,0.0,0.0,0.0,-0.08741452837736247,-0.08741452837736247,-0.08741452837736247,-0.1933044222569028,-0.1933044222569028,-0.1933044222569028,0.0,0.0,0.0,19764.107054071286
2011-01-09,27487.275107286438,-1548.8753319814891,22950.50993689951,27487.275107286438,27487.275107286438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6143108052648488,-0.6143108052648488,-0.6143108052648488,0.0,0.0,0.0,-0.4636340986884401,-0.4636340986884401,-0.4636340986884401,-0.15067670657640875,-0.15067670657640875,-0.15067670657640875,0.0,0.0,0.0,10601.545001592873
2011-01-10,27492.119548349143,12089.206787510178,35814.08768222905,27492.119548349143,27492.119548349143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15305832196292976,-0.15305832196292976,-0.15305832196292976,0.0,0.0,0.0,-0.02028622335945432,-0.02028622335945432,-0.02028622335945432,-0.13277209860347544,-0.13277209860347544,-0.13277209860347544,0.0,0.0,0.0,23284.221863074563
2011-01-11,27496.963989411845,14508.428028106488,37772.187616133626,27496.963989411845,27496.963989411845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06306534703003552,-0.06306534703003552,-0.06306534703003552,0.0,0.0,0.0,0.05470919881270064,0.05470919881270064,0.05470919881270064,-0.11777454584273617,-0.11777454584273617,-0.11777454584273617,0.0,0.0,0.0,25762.858413147198
2011-01-12,27501.808430474543,13096.1988134874,37148.57911181479,27501.808430474543,27501.808430474543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08787250215490823,-0.08787250215490823,-0.08787250215490823,0.0,0.0,0.0,0.018194041284517404,0.018194041284517404,0.018194041284517404,-0.10606654343942563,-0.10606654343942563,-0.10606654343942563,0.0,0.0,0.0,25085.155709903793
2011-01-13,27506.652871537244,21272.725054601844,45510.26929761889,27506.652871537244,27506.652871537244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20822346605429712,0.20822346605429712,0.20822346605429712,0.0,0.0,0.0,0.306168747000518,0.306168747000518,0.306168747000518,-0.09794528094622088,-0.09794528094622088,-0.09794528094622088,0.0,0.0,0.0,33234.18347200112
2011-01-14,27511.49731772152,10054.11284320807,34462.275707826644,27511.49731772152,27511.49731772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18103058439077233,-0.18103058439077233,-0.18103058439077233,0.0,0.0,0.0,-0.08741452837686234,-0.08741452837686234,-0.08741452837686234,-0.09361605601390999,-0.09361605601390999,-0.09361605601390999,0.0,0.0,0.0,22531.07488082923
2011-01-16,27521.186210090073,109.76363299505368,24316.079562408635,27521.186210090073,27521.186210090073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.560305942275523,-0.560305942275523,-0.560305942275523,0.0,0.0,0.0,-0.46363409868926264,-0.46363409868926264,-0.46363409868926264,-0.09667184358626033,-0.09667184358626033,-0.09667184358626033,0.0,0.0,0.0,12100.902038105425
2011-01-17,27526.03065627435,11721.772536507136,35769.6131515465,27526.03065627435,27526.03065627435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12426717574985144,-0.12426717574985144,-0.12426717574985144,0.0,0.0,0.0,-0.020286223358078836,-0.020286223358078836,-0.020286223358078836,-0.1039809523917726,-0.1039809523917726,-0.1039809523917726,0.0,0.0,0.0,24105.448567015304
2011-01-19,27535.7195486429,13036.094119048043,36929.25172443107,27535.7195486429,27535.7195486429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11106482754524397,-0.11106482754524397,-0.11106482754524397,0.0,0.0,0.0,0.018194041285823886,0.018194041285823886,0.018194041285823886,-0.12925886883106785,-0.12925886883106785,-0.12925886883106785,0.0,0.0,0.0,24477.469605638675
2011-01-20,27540.56399482718,19889.03804250272,44300.67640262279,27540.56399482718,27540.56399482718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595653902387749,0.1595653902387749,0.1595653902387749,0.0,0.0,0.0,0.3061687469995026,0.3061687469995026,0.3061687469995026,-0.1466033567607277,-0.1466033567607277,-0.1466033567607277,0.0,0.0,0.0,31935.08483605773
2011-01-21,27545.408441011452,8837.793888902619,31853.804055594344,27545.408441011452,27545.408441011452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25395594727930837,-0.25395594727930837,-0.25395594727930837,0.0,0.0,0.0,-0.08741452837703512,-0.08741452837703512,-0.08741452837703512,-0.16654141890227325,-0.16654141890227325,-0.16654141890227325,0.0,0.0,0.0,20550.088147178933
2011-01-23,27555.097333380007,-2794.5926429988685,20462.042752237245,27555.097333380007,27555.097333380007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.675836181636269,-0.675836181636269,-0.675836181636269,0.0,0.0,0.0,-0.4636340986880725,-0.4636340986880725,-0.4636340986880725,-0.21220208294819654,-0.21220208294819654,-0.21220208294819654,0.0,0.0,0.0,8932.365566972725
2011-01-24,27559.94177956428,8769.115950108977,32358.121676336854,27559.94177956428,27559.94177956428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2571057364198218,-0.2571057364198218,-0.2571057364198218,0.0,0.0,0.0,-0.02028622336078978,-0.02028622336078978,-0.02028622336078978,-0.23681951305903204,-0.23681951305903204,-0.23681951305903204,0.0,0.0,0.0,20474.122652641992
2011-01-25,27564.786225748558,9302.866333357973,33560.13276268328,27564.786225748558,27564.786225748558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20713971036497142,-0.20713971036497142,-0.20713971036497142,0.0,0.0,0.0,0.054709198811657644,0.054709198811657644,0.054709198811657644,-0.26184890917662906,-0.26184890917662906,-0.26184890917662906,0.0,0.0,0.0,21855.024390674647
2011-01-26,27569.63067193283,8974.71476612868,32634.419012783692,27569.63067193283,27569.63067193283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.268502231877942,-0.268502231877942,-0.268502231877942,0.0,0.0,0.0,0.018194041285433227,0.018194041285433227,0.018194041285433227,-0.2866962731633752,-0.2866962731633752,-0.2866962731633752,0.0,0.0,0.0,20167.1233044683
2011-01-27,27574.47511795821,15751.953692589885,39264.68539481008,27574.47511795821,27574.47511795821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004609555640143426,-0.004609555640143426,-0.004609555640143426,0.0,0.0,0.0,0.3061687469986052,0.3061687469986052,0.3061687469986052,-0.3107783026387486,-0.3107783026387486,-0.3107783026387486,0.0,0.0,0.0,27447.36904065423
2011-01-28,27579.319563983587,4212.785264182599,28362.684623878435,27579.319563983587,27579.319563983587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42095173736442865,-0.42095173736442865,-0.42095173736442865,0.0,0.0,0.0,-0.08741452837667946,-0.08741452837667946,-0.08741452837667946,-0.3335372089877492,-0.3335372089877492,-0.3335372089877492,0.0,0.0,0.0,15969.757078195918
2011-01-30,27589.008456034335,-7849.117147878467,16016.93014658216,27589.008456034335,27589.008456034335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8366993334695397,-0.8366993334695397,-0.8366993334695397,0.0,0.0,0.0,-0.4636340986887703,-0.4636340986887703,-0.4636340986887703,-0.3730652347807694,-0.3730652347807694,-0.3730652347807694,0.0,0.0,0.0,4505.303469784912
2011-01-31,27593.852902059713,3903.0378254413713,28239.207550741892,27593.852902059713,27593.852902059713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4092530154377787,-0.4092530154377787,-0.4092530154377787,0.0,0.0,0.0,-0.020286223359414268,-0.020286223359414268,-0.020286223359414268,-0.3889667920783645,-0.3889667920783645,-0.3889667920783645,0.0,0.0,0.0,16300.985394345274
2011-02-01,27598.697348085087,6104.866376557056,30866.465202477273,27598.697348085087,27598.697348085087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3471220281848446,-0.3471220281848446,-0.3471220281848446,0.0,0.0,0.0,0.054709198812158646,0.054709198812158646,0.054709198812158646,-0.40183122699700324,-0.40183122699700324,-0.40183122699700324,0.0,0.0,0.0,18018.5815493581
2011-02-02,27603.54179411046,5293.32186357138,29329.43670705514,27603.54179411046,27603.54179411046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39321755486808296,-0.39321755486808296,-0.39321755486808296,0.0,0.0,0.0,0.018194041285042567,0.018194041285042567,0.018194041285042567,-0.4114115961531255,-0.4114115961531255,-0.4114115961531255,0.0,0.0,0.0,16749.34458413141
2011-02-03,27608.386240135835,12507.360199220517,36603.76058931449,27608.386240135835,27608.386240135835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11137893298146823,-0.11137893298146823,-0.11137893298146823,0.0,0.0,0.0,0.30616874700124186,0.30616874700124186,0.30616874700124186,-0.41754767998271014,-0.41754767998271014,-0.41754767998271014,0.0,0.0,0.0,24533.393639369253
2011-02-04,27613.23068616121,1172.898115116376,25945.793827354,27613.23068616121,27613.23068616121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5075836220157144,-0.5075836220157144,-0.5075836220157144,0.0,0.0,0.0,-0.08741452837723612,-0.08741452837723612,-0.08741452837723612,-0.4201690936384782,-0.4201690936384782,-0.4201690936384782,0.0,0.0,0.0,13597.207038924033
2011-02-06,27622.91957821196,-8582.738621240656,14878.62139572131,27622.91957821196,27622.91957821196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8786714016578725,-0.8786714016578725,-0.8786714016578725,0.0,0.0,0.0,-0.4636340986885865,-0.4636340986885865,-0.4636340986885865,-0.4150373029692861,-0.4150373029692861,-0.4150373029692861,0.0,0.0,0.0,3351.450114541769
2011-02-07,27627.76402491006,3221.1505936861154,28650.307028350024,27627.76402491006,27627.76402491006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42787295338699244,-0.42787295338699244,-0.42787295338699244,0.0,0.0,0.0,-0.020286223359586922,-0.020286223359586922,-0.020286223359586922,-0.40758673002740553,-0.40758673002740553,-0.40758673002740553,0.0,0.0,0.0,15806.591036092888
2011-02-08,27632.60847160816,6619.880140776584,30826.081111175143,27632.60847160816,27632.60847160816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3425071473307889,-0.3425071473307889,-0.3425071473307889,0.0,0.0,0.0,0.054709198810876325,0.054709198810876325,0.054709198810876325,-0.39721634614166523,-0.39721634614166523,-0.39721634614166523,0.0,0.0,0.0,18168.242570689057
2011-02-09,27637.452918306262,5022.928040146703,29624.77917577705,27637.452918306262,27637.452918306262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36607422350557156,-0.36607422350557156,-0.36607422350557156,0.0,0.0,0.0,0.01819404128465195,0.01819404128465195,0.01819404128465195,-0.3842682647902235,-0.3842682647902235,-0.3842682647902235,0.0,0.0,0.0,17520.093801565505
2011-02-10,27642.297365004364,14555.341600655267,37479.48443804987,27642.297365004364,27642.297365004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06297569943313935,-0.06297569943313935,-0.06297569943313935,0.0,0.0,0.0,0.3061687470014438,0.3061687470014438,0.3061687470014438,-0.36914444643458316,-0.36914444643458316,-0.36914444643458316,0.0,0.0,0.0,25901.504354504388
2011-02-11,27647.141811702462,4080.5046951415015,27928.248682056954,27647.141811702462,27647.141811702462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43970951708617145,-0.43970951708617145,-0.43970951708617145,0.0,0.0,0.0,-0.08741452837688052,-0.08741452837688052,-0.08741452837688052,-0.35229498870929093,-0.35229498870929093,-0.35229498870929093,0.0,0.0,0.0,15490.430436865874
2011-02-13,27656.830705098666,-4974.831473865384,18395.52723142163,27656.830705098666,27656.830705098666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.779016057154387,-0.779016057154387,-0.779016057154387,0.0,0.0,0.0,-0.4636340986884027,-0.4636340986884027,-0.4636340986884027,-0.31538195846598427,-0.31538195846598427,-0.31538195846598427,0.0,0.0,0.0,6111.715495826317
2011-02-14,27661.675151796768,7348.770713321651,31646.066167930705,27661.675151796768,27661.675151796768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3166255357062695,-0.3166255357062695,-0.3166255357062695,0.0,0.0,0.0,-0.02028622335975952,-0.02028622335975952,-0.02028622335975952,-0.29633931234650995,-0.29633931234650995,-0.29633931234650995,0.0,0.0,0.0,18903.282438326314
2011-02-15,27666.519598494866,10020.994250336169,32807.005856327625,27666.519598494866,27666.519598494866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22287522519351124,-0.22287522519351124,-0.22287522519351124,0.0,0.0,0.0,0.0547091988128989,0.0547091988128989,0.0547091988128989,-0.27758442400641015,-0.27758442400641015,-0.27758442400641015,0.0,0.0,0.0,21500.337812659633
2011-02-16,27671.36404519297,9103.313086524866,32888.18779257167,27671.36404519297,27671.36404519297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24140949957250524,-0.24140949957250524,-0.24140949957250524,0.0,0.0,0.0,0.01819404128595839,0.01819404128595839,0.01819404128595839,-0.25960354085846366,-0.25960354085846366,-0.25960354085846366,0.0,0.0,0.0,20991.23389855432
2011-02-17,27676.208497489002,17833.860349197414,42052.89236391545,27676.208497489002,27676.208497489002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06331994578841568,0.06331994578841568,0.06331994578841568,0.0,0.0,0.0,0.3061687470005464,0.3061687470005464,0.3061687470005464,-0.24284880121213073,-0.24284880121213073,-0.24284880121213073,0.0,0.0,0.0,29428.664519178896
2011-02-18,27681.052949785037,6902.066746987973,30768.429562767746,27681.052949785037,27681.052949785037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3151406224555756,-0.3151406224555756,-0.3151406224555756,0.0,0.0,0.0,-0.08741452837705327,-0.08741452837705327,-0.08741452837705327,-0.22772609407852235,-0.22772609407852235,-0.22772609407852235,0.0,0.0,0.0,18957.628692964034
2011-02-20,27690.741854377102,-1823.7059838667747,21342.11333572129,27690.741854377102,27690.741854377102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6673404623071286,-0.6673404623071286,-0.6673404623071286,0.0,0.0,0.0,-0.46363409868796945,-0.46363409868796945,-0.46363409868796945,-0.20370636361915914,-0.20370636361915914,-0.20370636361915914,0.0,0.0,0.0,9211.58938364973
2011-02-21,27695.586306673136,9561.567011681367,32923.226021944974,27695.586306673136,27695.586306673136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21558817930155127,-0.21558817930155127,-0.21558817930155127,0.0,0.0,0.0,-0.020286223360427208,-0.020286223360427208,-0.020286223360427208,-0.1953019559411241,-0.1953019559411241,-0.1953019559411241,0.0,0.0,0.0,21724.7452801285
2011-02-22,27700.43075896917,12393.097362623388,36169.14204485479,27700.43075896917,27700.43075896917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13479351982652166,-0.13479351982652166,-0.13479351982652166,0.0,0.0,0.0,0.05470919881161658,0.05470919881161658,0.05470919881161658,-0.18950271863813825,-0.18950271863813825,-0.18950271863813825,0.0,0.0,0.0,23966.59219625687
2011-02-23,27705.2752112652,11920.109088751016,34892.925609575046,27705.2752112652,27705.2752112652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16816537017629007,-0.16816537017629007,-0.16816537017629007,0.0,0.0,0.0,0.018194041285567744,0.018194041285567744,0.018194041285567744,-0.18635941146185783,-0.18635941146185783,-0.18635941146185783,0.0,0.0,0.0,23046.207349526794
